"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
785,641329,"Baker, Bryan",785,100,0.212,0.128,0.276,0.34,0.289,0.283,0.2,33,156,89.6,19.9,2224,90.6,91.01,89,377,408,0.4000000000000057,6.53,109,148,116,146,301,324,294,"2.961","-2.961","69.5","7.2",183,110,21,8,0,4,50,27.3,22,12,1.74203,1.10661,0.12764,-0.15615,"90.8",186,36.36363636363637,7.2727272727272725,4.371584699453552,6.6,-0.4,0.1,2.62,0.308,8,"-0.377197452",0.301,0.322,"0.377197452",0.012,0.007000000000000006,0.018,0.006,23.6,"58.9"
782,642100,"Speier, Gabe",782,100,0.235,0.14,0.305,0.375,0.278,0.29,0.244,47,200,87.8,6.2,2085,91.3,90.74,127,413,369,-0.5999999999999943,5.96,111,146,119,147,292,319,296,"4.698","-4.698","67.9","7.1",212,138,33,7,0,7,64,30.2,7,3.3,2.26968,0.49386,0.77933,0.10919,"91.9",136,42.028985507246375,8.695652173913043,5.660377358490567,5.4,1.75,0.19,2.25,0.269,12,"-0.600767263",0.279,0.392,"0.600767263",-0.009,-0.010000000000000009,-0.017,-0.012,30.8,"28.9"
780,676684,"Vest, Will",780,100,0.216,0.108,0.294,0.324,0.259,0.274,0.227,40,185,90.2,11,2116,91.2,90.98,90,371,409,-0.20000000000000284,6.19,115,148,120,147,297,325,296,"9.812","-9.812","68.0","6.8",198,129,27,9,1,3,56,28.3,12,6.1,2.08972,0.67803,0.43264,-0.11887,"91.7",168,44.96124031007752,5.426356589147287,3.535353535353535,5.61,-2.64,-0.02,2.24,0.264,7,"-1.257948718",0.274,0.355,"1.257948718",-0.011,-0.010000000000000009,-0.031,-0.015,24.3,"45.1"
777,543507,"May, Trevor",777,100,0.208,0.119,0.246,0.327,0.29,0.328,0.245,35,168,86.7,20.3,2203,89.3,90.53,81,343,433,1.2000000000000028,7.05,111,146,116,149,299,325,296,"6.25","-6.25","70.0","7.2",200,133,24,6,1,4,40,20,24,12,2.18206,0.71121,0.29004,-0.20368,"91.9",155,36.09022556390977,6.015037593984962,4,5.7,-1.27,0.27,2.42,0.315,8,"-0.804375804",0.348,0.385,"0.804375804",-0.037,-0.032999999999999974,-0.058,-0.038,23.6,"41.8"
776,669674,"Long, Sam",776,100,0.282,0.155,0.317,0.437,0.341,0.339,0.278,49,174,88.4,13.8,2314,87.2,86.89,75,374,402,-0.29999999999999716,6.11,111,147,116,149,296,320,296,"-2.096","2.096","69.0","7.1",196,145,32,12,0,5,32,16.3,18,9.2,2.65718,0.41328,0.20362,-0.10836,"91.5",160,37.93103448275862,8.96551724137931,6.63265306122449,6.03,0.9,-0.13,2.18,0.349,13,"0.270103093",0.346,0.432,"-0.270103093",0.004,0.0030000000000000027,0.005,0.002,20.1,"56.5"
776,663372,"Feltner, Ryan",776,100,0.266,0.095,0.328,0.361,0.332,0.332,0.254,45,169,86.1,13.7,2227,89.9,90.57,74,344,432,0.6999999999999886,6.52,110,149,122,148,291,326,295,"0.494","-0.494","70.7","7.1",200,133,34,8,1,2,37,18.5,28,14,2.23723,0.59492,0.29179,-0.02612,"91.4",144,29.32330827067669,4.511278195488721,3,5.32,-1.73,0.15,2.47,0.375,6,"-0.063659794",0.367,0.365,"0.063659794",0.012,0.008000000000000007,-0.004,0,21.5,"40.3"
774,543766,"Shaw, Bryan",774,100,0.235,0.102,0.29,0.337,0.299,0.303,0.233,39,166,88.3,11.9,2376,89.8,89.14,82,351,423,-0.7000000000000028,5.83,111,149,115,148,298,326,299,"4.481","-4.481","69.8","7.2",190,127,28,8,0,3,40,21.1,17,8.9,2.5445,0.31226,-0.33056,-0.08839,"91.2",164,36.22047244094488,3.937007874015748,2.631578947368421,6.05,-2.84,0.06,2.31,0.326,5,"-0.578940568",0.324,0.351,"0.578940568",0.002,0.0020000000000000018,-0.014,-0.004,23.4,"40.5"
774,600921,"Machado, Andrés",774,100,0.283,0.241,0.304,0.524,0.358,0.357,0.288,53,187,86,8.8,1990,93.4,94.27,94,392,382,0.8999999999999915,6.76,115,146,116,146,303,327,303,"-4.112","4.112","69.0","7.1",204,150,32,9,0,12,42,20.6,11,5.4,1.81705,0.80411,0.94155,-0.03592,"91.6",154,39.33333333333333,11.333333333333332,8.333333333333332,5.36,-2.03,-0.21,2.36,0.323,17,"0.53126615",0.328,0.516,"-0.53126615",-0.005,-0.0050000000000000044,0.008,0.001,24,"34.4"
771,570632,"Ureña, José",771,100,0.284,0.313,0.27,0.597,0.398,0.363,0.269,50,176,89.7,10.9,2094,91,91.5,79,363,408,0.5,6.45,112,148,115,148,295,334,297,"-15.542","15.542","69.6","7.5",203,151,25,8,4,13,29,14.3,22,10.8,1.93261,0.8258,0.90666,-0.26736,"92.3",139,39.735099337748345,10.596026490066226,7.8817733990147785,5.84,-2.39,0.02,1.95,0.361,16,"2.015823606",0.35,0.5,"-2.015823606",0.015,0.01100000000000001,0.097,0.035,21.8,"35.1"
770,641771,"Kuhl, Chad",770,100,0.313,0.253,0.336,0.567,0.412,0.43,0.311,47,150,91.8,17.1,2392,88.4,89.03,84,316,454,0.5999999999999943,6.63,116,147,114,146,305,329,308,"-16.485","16.485",,,185,125,26,12,1,8,31,16.8,26,14.1,2.45214,0.49565,0.21725,-0.07062,"92.7",184,50.4,12,8.108108108108109,5.93,-2.09,0.17,2.27,0.413,15,"2.140909091",0.416,0.603,"-2.140909091",0.002,-0.0030000000000000027,-0.036,-0.018,26.6,"41.5"
764,661527,"Martinez, Seth",764,100,0.266,0.172,0.333,0.438,0.347,0.355,0.27,45,169,88.8,12.3,2146,87,88.07,89,350,414,1.0999999999999943,7.04,108,148,112,147,291,319,289,"-3.102","3.102","67.7","7.2",192,125,27,12,1,5,44,22.9,17,8.9,2.42013,0.63459,0.43217,-0.13801,"92.2",158,45.6,9.6,6.25,4.62,-2.38,-0.13,2.19,0.354,12,"0.406020942",0.357,0.456,"-0.406020942",-0.004,-0.0030000000000000027,-0.018,-0.008,25.4,"16.8"
763,596112,"Stephenson, Robert",763,100,0.165,0.176,0.222,0.341,0.243,0.257,0.18,30,182,86.6,18.6,2654,89.6,89.19,191,410,353,-0.3999999999999915,6.02,108,148,115,148,297,323,297,"11.253","-11.253","68.8","7.8",199,108,14,8,0,8,77,38.7,14,7,2.37598,0.48607,0.2948,-0.07272,"91.7",156,32.407407407407405,12.962962962962962,7.035175879396985,5.99,-1.02,0.26,2.07,0.222,14,"-1.474836173",0.238,0.353,"1.474836173",-0.015,-0.015999999999999986,-0.012,-0.014,46.6,"48.0"
759,676596,"Fleming, Josh",759,100,0.281,0.186,0.28,0.467,0.342,0.352,0.295,56,199,90.3,-0.5,1842,85.1,85.26,64,352,407,0.20000000000000284,6.54,101,149,120,146,301,323,297,"-8.373","8.373","64.9","7.2",219,177,38,8,1,9,25,11.4,17,7.8,3.16157,0.04785,0.74477,-0.48493,"93.2",112,48.58757062146893,5.649717514124294,4.5662100456621,5.25,3.12,0.39,2.05,0.333,10,"1.103162055",0.348,0.463,"-1.103162055",-0.014,-0.014999999999999958,0.004,-0.01,18.2,"25.5"
757,643493,"Pruitt, Austin",757,100,0.243,0.127,0.264,0.37,0.288,0.309,0.252,44,181,86.7,16.1,2466,88.1,87.34,75,368,389,-0.7999999999999972,5.66,110,147,115,148,299,322,295,"5.824","-5.824","70.1","7.3",196,153,32,6,1,5,30,15.3,12,6.1,2.52147,0.41779,-0.01677,0.00813,"91.1",150,30.718954248366014,6.535947712418301,5.1020408163265305,5.89,-0.51,0.37,2.32,0.291,10,"-0.769352708",0.3,0.419,"0.769352708",-0.009,-0.009000000000000008,-0.049,-0.021,20.4,"56.4"
753,592741,"Shreve, Chasen",753,100,0.266,0.179,0.312,0.445,0.325,0.314,0.247,46,173,87.9,12.2,1739,85.4,85.53,103,361,392,0.09999999999999432,6.36,112,148,119,145,297,326,295,"-3.358","3.358","71.0","7.6",193,133,31,6,2,7,45,23.3,14,7.3,2.50084,0.64651,0.60484,-0.32808,"91.6",138,37.59398496240601,9.022556390977442,6.217616580310881,5.56,1.46,0.14,1.9,0.318,12,"0.445949535",0.305,0.417,"-0.445949535",0.019,0.013000000000000012,0.028,0.011,28.5,"32.2"
750,663558,"Moran, Jovani",750,100,0.226,0.116,0.308,0.342,0.307,0.297,0.211,35,155,84.3,14.4,2020,87.7,88.43,117,316,434,0.7000000000000028,6.71,111,148,120,148,296,326,293,"0.598","-0.598","69.7","7.5",183,109,26,3,3,3,48,26.2,26,14.2,1.98792,1.00761,0.62497,-0.34152,"91.1",158,27.522935779816514,6.422018348623854,3.825136612021858,5.75,1.21,0.01,2,0.337,7,"-0.079733333",0.325,0.328,"0.079733333",0.015,0.01200000000000001,0.014,0.01,37,"48.5"
742,621237,"Alvarado, José",742,100,0.196,0.111,0.314,0.307,0.262,0.257,0.202,30,153,90.6,8.1,2145,96.4,97.37,123,367,375,1,6.88,110,148,116,148,295,324,288,"9.692","-9.692","70.3","7.3",171,90,19,8,0,3,64,37.4,17,9.9,1.5047,0.95892,0.57962,-0.25034,"91.8",129,45.55555555555556,4.444444444444445,2.3391812865497075,6.68,1.25,-0.24,2.24,0.276,4,"-1.306199461",0.281,0.285,"1.306199461",-0.006,-0.0050000000000000044,0.022,0.005,33.5,"62.7"
737,663878,"Pearson, Nate",737,100,0.226,0.182,0.261,0.409,0.31,0.304,0.221,36,159,91.6,22.9,2408,92.9,93.64,84,318,419,0.6999999999999886,6.87,109,148,120,146,288,325,285,"-0.432","0.432","70.3","7.0",180,118,21,8,0,7,43,23.9,16,8.9,1.93756,0.7703,0.1005,-0.02558,"92.7",180,47.45762711864407,8.47457627118644,5.555555555555555,5.58,-0.78,-0.02,2.46,0.306,10,"0.058616011",0.302,0.394,"-0.058616011",0.005,0.0040000000000000036,0.015,0.006,26.4,"39.4"
736,669160,"May, Dustin",736,100,0.173,0.077,0.209,0.25,0.229,0.286,0.232,29,168,89,11.3,2501,93.9,94.27,55,348,388,0.3999999999999915,6.56,112,150,117,152,294,318,299,"14.461","-14.461",,,187,135,18,10,0,1,34,18.2,16,8.6,1.93518,0.67386,0.54168,-0.13669,"91.5",156,40,5.185185185185185,3.7433155080213902,5.35,-1.88,-0.15,2.44,0.251,7,"-1.964809783",0.305,0.338,"1.964809783",-0.059,-0.05399999999999999,-0.088,-0.057,15.8,"30.1"
735,592229,"Covey, Dylan",735,100,0.282,0.129,0.314,0.412,0.332,0.34,0.288,48,170,86.9,8.5,2103,91.8,91.52,55,345,390,-0.29999999999999716,6.01,111,147,118,148,293,321,292,"-0.012","0.012","68.7","6.9",190,142,37,5,1,5,30,15.8,16,8.4,2.12928,0.5807,0.35616,0.16948,"91.5",134,37.32394366197183,4.225352112676056,3.1578947368421053,6.32,-1.5,0.01,2.17,0.347,6,"0.001632653",0.356,0.414,"-0.001632653",-0.006,-0.009000000000000008,-0.002,-0.008,15.9,"51.5"
734,664126,"Fairbanks, Pete",734,100,0.164,0.069,0.261,0.233,0.24,0.252,0.175,26,159,84.4,10.3,2478,92.8,93.3,105,342,392,0.5,6.61,107,148,116,149,296,325,298,"11.303","-11.303","69.7","7.3",184,92,21,2,0,3,68,37,20,10.9,2.18477,0.49826,-0.15543,-0.00677,"91.0",138,35.869565217391305,3.260869565217391,1.6304347826086956,6.86,-0.27,-0.22,2.22,0.273,3,"-1.539918256",0.283,0.257,"1.539918256",-0.011,-0.009999999999999953,-0.024,-0.012,30.7,"58.7"
733,675916,"Karinchak, James",733,100,0.178,0.178,0.22,0.356,0.3,0.327,0.202,24,135,89.7,20.3,2283,89.6,89.18,89,299,433,-0.3999999999999915,5.98,110,147,115,146,296,314,292,"1.371","-1.371","68.0","7.1",170,88,13,4,1,6,52,30.6,27,15.9,2.22652,0.64572,0.23902,0.0158,"91.2",191,38.63636363636363,12.5,6.470588235294119,6.63,-0.05,0.12,2.76,0.318,11,"-0.187039563",0.346,0.372,"0.187039563",-0.024,-0.02799999999999997,-0.016,-0.027,29.8,"64.4"
733,676130,"Buttó, José",733,100,0.212,0.09,0.261,0.301,0.281,0.305,0.237,33,156,89.2,16,2251,90,89.65,96,333,400,-0.29999999999999716,6.15,111,149,116,150,299,324,296,"5.839","-5.839","70.5","7.3",179,118,26,3,1,3,38,21.2,23,12.8,2.05821,0.78674,0.46813,-0.10008,"92.2",155,44.06779661016949,2.5423728813559325,1.675977653631285,5.51,-2.17,-0.12,2.4,0.313,3,"-0.796589359",0.335,0.34,"0.796589359",-0.025,-0.02200000000000002,-0.039,-0.024,28.8,"36.6"
731,656222,"Beeks, Jalen",731,100,0.251,0.132,0.322,0.383,0.317,0.294,0.215,42,167,87.9,9.8,2026,91.2,91.42,105,339,392,0.20000000000000284,6.5,103,148,117,146,296,324,299,"1.867","-1.867","69.8","7.1",192,123,28,10,0,4,47,24.5,21,10.9,1.86685,0.89395,0.82707,-0.38439,"91.4",150,34.959349593495936,7.317073170731707,4.6875,6.01,0.8,-0.15,2.31,0.335,9,"-0.255403557",0.308,0.329,"0.255403557",0.036,0.027000000000000024,0.054,0.023,31,"48.7"
722,455119,"Martin, Chris",722,100,0.237,0.063,0.301,0.3,0.243,0.277,0.265,45,190,83.9,4.2,2097,93.1,93.45,98,421,301,0.30000000000001137,6.54,111,148,116,148,289,325,290,"16.089","-16.089","69.0","6.8",196,145,37,6,0,2,46,23.5,5,2.6,1.83904,0.80562,0.409,0.10396,"90.5",146,31.03448275862069,2.0689655172413794,1.530612244897959,6.05,-2.93,-0.03,2.5,0.255,3,"-2.228393352",0.286,0.345,"2.228393352",-0.028,-0.030999999999999972,-0.045,-0.034,23.3,"39.4"
721,445276,"Jansen, Kenley",721,100,0.237,0.142,0.313,0.379,0.301,0.273,0.203,40,169,88.9,28.2,2570,93.2,94.05,109,376,345,0.8999999999999915,6.83,112,149,117,149,286,324,290,"3.876","-3.876","69.2","7.2",186,117,26,9,0,5,52,28,15,8.1,1.35533,1.28549,-0.09533,-0.05552,"91.0",185,35.8974358974359,6.837606837606838,4.301075268817205,6.21,-2.41,-0.11,2.53,0.306,8,"-0.537586685",0.276,0.341,"0.537586685",0.034,0.02999999999999997,0.038,0.028,29,"46.4"
719,621074,"Rucker, Michael",719,100,0.257,0.178,0.306,0.434,0.339,0.325,0.242,39,152,91.6,7.7,2383,90.1,90.32,86,310,409,0.20000000000000284,6.32,111,150,115,151,300,322,291,"-4.344","4.344","72.2","7.3",176,114,26,5,2,6,40,22.7,19,10.8,2.29659,0.52666,0.00997,-0.01503,"92.7",151,49.122807017543856,7.894736842105263,5.113636363636364,5.57,-2.2,0.15,2.11,0.347,9,"0.604172462",0.337,0.396,"-0.604172462",0.015,0.009999999999999953,0.038,0.014,27.7,"38.6"
716,657612,"Hill, Tim",716,100,0.331,0.18,0.354,0.511,0.39,0.342,0.277,59,178,88.6,0.3,2129,89.2,89.7,54,359,357,0.5,6.89,111,148,116,149,292,318,290,"-16.409","16.409","68.2","6.5",202,156,42,9,1,7,26,12.9,14,6.9,2.87652,0.02368,1.3251,-0.11074,"92.0",131,44.230769230769226,5.128205128205128,3.9603960396039604,3.17,3.88,0.28,2.62,0.395,8,"2.291759777",0.35,0.431,"-2.291759777",0.054,0.04500000000000004,0.08,0.048,15,"-17.1"
714,670990,"Ramírez, Yohan",714,100,0.265,0.095,0.327,0.361,0.335,0.317,0.238,39,147,86.8,3.7,2229,91.7,92.94,59,287,427,1.2000000000000028,7.09,106,149,115,148,297,320,292,"-4.337","4.337","68.0","7.2",175,113,32,3,1,3,35,20,16,9.1,2.47503,0.27713,0.75644,0.13566,"91.4",119,31.858407079646017,4.424778761061947,2.857142857142857,4.83,-2.46,-0.03,2.13,0.377,5,"0.607422969",0.354,0.339,"-0.607422969",0.027,0.02300000000000002,0.022,0.018,20.6,"18.2"
712,523260,"Kelly, Joe",712,100,0.196,0.135,0.306,0.331,0.279,0.264,0.184,29,148,84.9,0.8,2500,94.4,94.15,98,312,400,-0.30000000000001137,6.15,114,149,117,148,298,319,296,"3.51","-3.51","66.1","7.0",168,88,17,7,2,3,60,35.7,18,10.7,2.26903,0.30975,0.56195,0.10806,"91.3",141,36.36363636363637,6.8181818181818175,3.571428571428571,5.38,-1.8,0.05,2.14,0.292,6,"-0.492977528",0.282,0.299,"0.492977528",0.012,0.010000000000000009,0.032,0.015,31.4,"30.7"
707,672582,"Zerpa, Angel",707,100,0.272,0.189,0.307,0.462,0.335,0.321,0.263,46,169,89.6,6.7,2023,91.1,89.86,70,351,356,-1.1999999999999886,5.48,108,149,119,148,298,324,290,"-2.276","2.276","69.7","7.1",182,134,28,11,0,7,36,19.8,8,4.4,2.16591,0.5966,0.6869,-0.3783,"92.2",151,45.52238805970149,8.208955223880597,6.043956043956044,5.49,2.38,-0.08,2.37,0.319,11,"0.321923621",0.311,0.432,"-0.321923621",0.009,0.008000000000000007,0.03,0.014,19.9,"33.4"
703,676265,"Abbott, Cory",703,100,0.306,0.21,0.351,0.516,0.388,0.347,0.258,48,157,90.9,12.8,2331,88.4,88.3,88,337,366,-0.10000000000000853,6.26,115,147,118,146,307,326,304,"-9.065","9.065","69.3","7.1",184,120,34,4,1,9,40,21.7,20,10.9,2.55256,0.38303,0.31306,0.09157,"91.7",168,43.333333333333336,11.666666666666666,7.608695652173914,5.64,-2.73,0.09,2.39,0.391,14,"1.289473684",0.354,0.44,"-1.289473684",0.048,0.03700000000000003,0.076,0.041,26.1,"38.2"
703,608638,"Chargois, JT",703,100,0.232,0.146,0.276,0.377,0.297,0.295,0.23,35,151,87.7,4.2,2415,92.1,92.05,57,281,422,0,6.32,110,150,119,150,301,318,294,"3.828","-3.828","69.9","7.2",173,119,19,13,0,3,35,20.2,17,9.8,2.29222,0.43012,0.73542,0.17102,"91.7",132,34.45378151260504,4.201680672268908,2.8901734104046244,5.27,-1.87,0.21,2.01,0.304,5,"-0.544523471",0.305,0.362,"0.544523471",0.002,-0.0010000000000000009,0.015,0.002,20.3,"25.8"
700,628708,"Marte, Yunior",700,100,0.288,0.172,0.342,0.46,0.354,0.328,0.259,47,163,86.7,11.1,2478,92.9,92.86,83,332,368,0,6.27,110,145,117,146,294,323,293,"-6.438","6.438","67.8","7.2",182,126,32,8,1,6,38,20.9,17,9.3,2.09046,0.58145,0.59917,0.30857,"91.6",138,34.12698412698413,7.936507936507936,5.4945054945054945,5.51,-1.69,-0.11,2.13,0.357,10,"0.919714286",0.332,0.414,"-0.919714286",0.029,0.024999999999999967,0.046,0.026,25,"31.9"
696,664192,"Lucchesi, Joey",696,100,0.251,0.143,0.288,0.394,0.316,0.354,0.275,44,175,86.9,10.5,2163,87,87.19,53,305,391,0.20000000000000284,6.37,112,151,117,149,298,323,298,"5.388","-5.388","69.7","7.1",195,144,27,13,0,4,32,16.4,17,8.7,2.34293,0.70431,0.65266,-0.45029,"92.2",153,38.19444444444444,10.416666666666668,7.6923076923076925,6.03,2.32,0.11,2.39,0.325,15,"-0.774137931",0.346,0.473,"0.774137931",-0.024,-0.020999999999999963,-0.079,-0.038,17.4,"53.2"
694,667755,"Soriano, José",694,100,0.214,0.11,0.309,0.325,0.303,0.31,0.209,33,154,91.5,6.5,2091,92.8,93.06,108,298,396,0.29999999999999716,6.54,109,148,116,147,301,330,300,"3.058","-3.058","68.5","7.4",183,99,25,3,1,4,56,30.6,21,11.5,2.62393,0.06087,0.23136,0.20852,"93.0",131,43.43434343434344,9.090909090909092,4.918032786885246,5.95,-1.28,-0.09,2.08,0.335,9,"-0.440634006",0.333,0.351,"0.440634006",0.005,0.0020000000000000018,-0.026,-0.007,36.2,"34.4"
694,518397,"Alexander, Scott",694,100,0.282,0.087,0.327,0.369,0.299,0.293,0.267,55,195,89.6,-0.4,2216,90.6,90.73,74,367,327,0.10000000000000853,6.22,108,148,116,147,297,324,296,"5.216","-5.216","69.4","7.3",205,165,43,9,1,2,31,15.1,8,3.9,2.56756,0.21664,0.88932,-0.25157,"92.3",107,33.939393939393945,4.242424242424243,3.414634146341464,5.73,1.82,-0.13,1.97,0.314,7,"-0.751585014",0.299,0.374,"0.751585014",0.015,0.015000000000000013,-0.005,0.006,20.2,"37.4"
686,683769,"Gaddis, Hunter",686,100,0.255,0.193,0.261,0.447,0.331,0.305,0.233,41,161,89,22.9,2198,87.3,88.04,56,328,358,0.7000000000000028,6.72,112,148,117,149,297,317,289,"-3.441","3.441","70.6","7.1",182,140,23,11,1,6,24,13.2,14,7.7,2.2742,0.75713,0.21267,-0.12634,"92.0",181,35,5.714285714285714,4.395604395604396,6.12,-2.32,0.08,2.38,0.324,8,"0.501603499",0.306,0.391,"-0.501603499",0.022,0.018000000000000016,0.056,0.026,17.1,"34.0"
685,592454,"Kahnle, Tommy",685,100,0.184,0.149,0.231,0.333,0.274,0.264,0.185,26,141,86.3,7.7,1533,90.1,90.77,109,310,375,0.7000000000000028,6.67,112,148,116,151,294,324,291,"4.157","-4.157","69.8","7.5",164,97,15,6,0,5,47,28.7,19,11.6,2.39597,0.4196,0.93474,-0.06315,"90.8",121,22.68041237113402,4.123711340206185,2.4390243902439024,5.71,-2.12,0,2.04,0.282,4,"-0.606861314",0.284,0.296,"0.606861314",-0.001,-0.0020000000000000018,0.037,0.01,35.2,"35.7"
681,663658,"Ward, Thaddeus",681,100,0.225,0.194,0.237,0.419,0.347,0.356,0.234,29,129,88.9,12.1,2297,87.6,88.23,61,263,418,0.6000000000000085,6.63,116,148,118,147,306,328,308,"-2.753","2.753","71.8","7.2",159,100,18,4,0,7,30,18.9,27,17,2.64587,0.35775,0.00661,-0.04734,"91.6",153,37,10,6.289308176100629,5.7,-1.35,0.25,2.46,0.365,10,"0.404258443",0.373,0.429,"-0.404258443",-0.009,-0.008000000000000007,-0.01,-0.009,23.2,"34.0"
680,606965,"Devenski, Chris",680,100,0.229,0.153,0.268,0.382,0.283,0.328,0.254,36,157,89.5,16.7,1925,86,86.01,96,328,352,0,6.34,111,147,117,146,300,329,300,"7.187","-7.187","69.9","7.7",172,119,25,4,1,6,42,24.4,10,5.8,2.49188,0.63161,0.78778,-0.1616,"92.1",160,42.857142857142854,13.445378151260504,9.30232558139535,6.46,0.04,0.28,2.13,0.275,16,"-1.056911765",0.302,0.457,"1.056911765",-0.025,-0.02699999999999997,-0.075,-0.045,29.3,"43.0"
680,656257,"Brigham, Jeff",680,100,0.191,0.228,0.198,0.419,0.317,0.33,0.216,26,136,89.3,21.1,2647,88.2,87.81,86,308,372,-0.4000000000000057,6.16,115,148,118,150,295,323,295,"-2.279","2.279","70.5","7.0",160,95,13,4,0,9,42,26.3,18,11.3,2.12456,0.85198,-0.19484,-0.12796,"91.5",181,34.73684210526316,11.578947368421053,6.875000000000001,5.64,-2.06,0.12,2.57,0.306,11,"0.335147059",0.328,0.424,"-0.335147059",-0.025,-0.02200000000000002,-0.005,-0.013,27.9,"41.2"
679,641302,"Alexander, Tyler",679,100,0.256,0.198,0.298,0.453,0.313,0.294,0.236,44,172,88.8,18.6,2188,86.7,86.81,61,334,345,0.09999999999999432,6.33,113,150,118,145,302,327,293,"0.246","-0.246",,,181,129,26,10,0,8,44,24.3,5,2.8,2.11583,0.93117,0.4247,-0.20851,"91.2",175,40.310077519379846,10.852713178294573,7.734806629834254,5.68,1.2,0.07,2.37,0.283,14,"-0.03622975",0.264,0.423,"0.03622975",0.02,0.01899999999999996,0.03,0.019,18.3,"38.7"
677,669424,"Lambert, Jimmy",677,100,0.273,0.287,0.313,0.56,0.385,0.362,0.275,41,150,90,18.7,2316,87.8,87,83,306,371,-0.7999999999999972,5.83,112,149,112,149,295,322,298,"-8.458","8.458","68.9","7.4",169,110,19,11,1,10,41,24.3,17,10.1,2.52482,0.49631,0.25505,-0.09,"92.6",163,46.36363636363636,12.727272727272727,8.284023668639055,6.2,-1.13,-0.07,2.3,0.351,14,"1.249335303",0.353,0.487,"-1.249335303",-0.002,-0.0020000000000000018,0.073,0.023,27.1,"51.2"
675,605154,"Brebbia, John",675,100,0.215,0.188,0.266,0.403,0.287,0.28,0.212,31,144,90.7,21.3,2499,88.2,89.19,88,321,354,1,6.79,109,149,117,148,300,325,296,"2.089","-2.089","68.4","7.1",159,100,17,7,1,6,47,29.6,12,7.5,2.26196,0.70421,-0.08813,-0.09127,"91.4",186,44,10,6.289308176100629,5.88,-1.87,0.16,2.34,0.27,10,"-0.309481481",0.269,0.381,"0.309481481",0.003,0.0010000000000000009,0.022,0.007,27.4,"43.3"
674,656876,"Rasmussen, Drew",674,100,0.221,0.074,0.296,0.294,0.253,0.265,0.226,36,163,86.4,8.3,2619,90.1,90.38,80,338,336,0.30000000000001137,6.55,106,150,121,148,302,326,295,"12.492","-12.492",,,177,118,28,6,0,2,47,26.6,11,6.2,2.42312,0.42617,-0.16852,-0.01744,"90.9",132,32.20338983050847,4.23728813559322,2.824858757062147,5.94,-1.98,0.02,2.19,0.273,5,"-1.853412463",0.278,0.322,"1.853412463",-0.005,-0.0050000000000000044,-0.028,-0.012,23.7,"56.4"
674,686753,"Jameson, Drey",674,100,0.26,0.156,0.304,0.416,0.33,0.357,0.253,40,154,92,11.9,2241,91.7,90.7,93,310,364,-1,5.71,111,151,122,150,300,316,293,"-2.553","2.553",,,174,118,28,6,0,6,37,21.3,18,10.3,2.24743,0.4974,0.4768,-0.18163,"92.7",160,47.45762711864407,13.559322033898304,9.195402298850574,5.59,-2.13,-0.12,2.28,0.339,16,"0.378783383",0.334,0.505,"-0.378783383",0.007,0.0050000000000000044,-0.089,-0.027,30,"41.0"
673,663362,"Waldron, Matt",673,100,0.244,0.237,0.248,0.481,0.328,0.325,0.258,39,160,86.7,14.2,1632,84.9,85.09,61,322,351,0.19999999999998863,6.53,110,149,117,149,293,325,294,"-0.179","0.179","70.6","7.0",173,130,21,7,2,9,31,17.9,12,6.9,2.72752,0.51505,0.2871,0.07558,"91.8",158,38.46153846153847,10.76923076923077,8.092485549132949,5.52,-1.69,0.02,2.41,0.295,14,"0.026597325",0.308,0.446,"-0.026597325",-0.014,-0.013000000000000012,0.035,0.003,18.9,"30.9"
671,680723,"Rom, Drew",671,100,0.34,0.273,0.393,0.613,0.429,0.372,0.28,51,150,91.3,13.7,2124,86.6,85.83,54,293,378,-0.7999999999999972,5.81,108,150,117,145,306,319,291,"-15.129","15.129","70.7","7.0",169,119,27,14,3,7,32,18.9,18,10.7,2.42607,0.65033,0.27416,-0.20999,"92.5",175,45.378151260504204,12.605042016806722,8.875739644970414,5.52,1.99,0.19,2.45,0.408,15,"2.254694486",0.355,0.515,"-2.254694486",0.06,0.05299999999999999,0.098,0.057,18.4,"31.9"
