"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
1047,666619,"Santos, Gregory",1047,100,0.258,0.06,0.337,0.318,0.283,0.275,0.245,69,267,88.6,2.5,2454,94.8,95.47,155,517,530,0.7000000000000028,6.61,110,148,113,147,296,321,296,"8.887","-8.887","70.3","7.4",288,201,58,8,1,2,66,22.9,16,5.6,2.20363,0.34324,0.20576,0.08665,"91.6",123,34.82587064676617,1.4925373134328357,1.0416666666666665,5.9,-1.55,0.09,2.13,0.313,3,"-0.848806113",0.3,0.314,"0.848806113",0.013,0.013000000000000012,0.004,0.008,30,"33.9"
1047,643377,"Jax, Griffin",1047,100,0.232,0.112,0.299,0.344,0.283,0.263,0.214,58,250,85.9,6.3,2635,90.7,90.85,134,504,543,0.20000000000000284,6.33,109,146,117,148,299,328,293,"3.075","-3.075","67.7","6.9",273,183,42,9,2,5,68,24.9,18,6.6,2.50937,0.27862,-0.21803,0.03822,"91.4",135,33.33333333333333,3.278688524590164,2.197802197802198,5.5,-0.86,0.19,2.28,0.294,6,"-0.293696275",0.277,0.311,"0.293696275",0.018,0.01699999999999996,0.033,0.02,26.6,"46.4"
1047,671345,"Foley, Jason",1047,100,0.251,0.089,0.31,0.34,0.275,0.299,0.263,65,259,88.2,3.8,2005,95,95.93,91,507,540,0.9000000000000057,6.77,112,148,119,146,301,327,294,"11.763","-11.763","69.3","7.0",274,205,48,13,2,2,55,20.1,13,4.7,2.11762,0.41614,1.11853,0.14141,"92.0",138,41.951219512195124,4.390243902439024,3.2846715328467155,5.68,-1.84,-0.21,2.16,0.288,9,"-1.123495702",0.301,0.382,"1.123495702",-0.012,-0.013000000000000012,-0.042,-0.024,17.9,"31.4"
1046,623437,"Topa, Justin",1046,100,0.24,0.087,0.297,0.327,0.269,0.268,0.231,61,254,86.7,1.7,2268,90.3,89.96,95,487,559,-0.29999999999999716,6.05,108,146,116,145,292,320,294,"14.488","-14.488","67.7","6.9",275,197,49,6,2,4,61,22.2,14,5.1,2.65264,0.17598,0.4453,0.16559,"91.3",122,36.54822335025381,3.0456852791878175,2.181818181818182,4.9,-2.41,0.04,2.53,0.285,6,"-1.385086042",0.281,0.32,"1.385086042",0.009,0.003999999999999948,0.007,0.001,19.5,"12.2"
1044,656061,"Abreu, Albert",1044,100,0.233,0.175,0.276,0.408,0.333,0.33,0.227,52,223,89,12.6,2131,93.3,93.89,115,438,606,0.6000000000000085,6.62,112,149,118,151,297,327,289,"-5.802","5.802","69.2","7.2",264,165,31,12,0,9,59,22.3,33,12.5,1.70357,0.93384,0.75967,-0.07639,"91.8",157,41.81818181818181,7.2727272727272725,4.545454545454546,5.74,-1.54,-0.04,2.08,0.346,12,"0.555747126",0.343,0.398,"-0.555747126",0.006,0.002999999999999947,0.01,0.003,26.3,"39.9"
1043,605540,"Woodruff, Brandon",1043,100,0.172,0.15,0.204,0.322,0.241,0.261,0.207,40,233,88.2,17.8,2331,91.8,92.45,148,523,520,0.6000000000000085,6.69,114,150,118,148,299,324,299,"15.634","-15.634","68.9","7.1",253,161,23,8,0,9,74,29.2,15,5.9,1.74365,0.98943,0.6644,-0.13382,"91.6",163,41.61490683229814,6.832298136645963,4.3478260869565215,5.83,-1.3,-0.11,2.33,0.229,11,"-1.49894535",0.263,0.326,"1.49894535",-0.035,-0.034,-0.004,-0.02,28.3,"42.8"
1042,572403,"VerHagen, Drew",1042,100,0.226,0.17,0.262,0.396,0.314,0.309,0.223,52,230,88.1,15.5,2225,88.3,88.56,148,483,559,0.29999999999999716,6.4,113,149,120,147,304,317,300,"0.117","-0.117","69.2","7.6",266,173,31,12,0,9,60,22.6,24,9,2.44489,0.51042,-0.1424,-0.14346,"91.8",148,36.41618497109826,8.092485549132949,5.263157894736842,6.39,-1.18,0.12,2.24,0.32,14,"-0.011228407",0.318,0.381,"0.011228407",0.003,0.0020000000000000018,0.015,0.005,30.6,"48.7"
1042,623352,"Hader, Josh",1042,100,0.163,0.061,0.269,0.224,0.239,0.238,0.156,32,196,85.7,18.6,2179,93.4,93.96,173,522,520,0.5999999999999943,6.78,110,151,118,148,299,322,288,"15.495","-15.495","69.6","7.0",229,113,26,3,0,3,85,37.1,28,12.2,1.43709,1.21406,0.4561,-0.26525,"90.0",175,28.31858407079646,4.424778761061947,2.1834061135371177,5.54,2.8,-0.08,2.67,0.278,5,"-1.487044146",0.272,0.229,"1.487044146",0.007,0.006000000000000005,-0.005,0.001,33.1,"33.4"
1040,664208,"Maton, Phil",1040,100,0.208,0.127,0.27,0.335,0.285,0.275,0.192,49,236,83.5,11.3,2823,80.6,81.6,171,520,520,1,7.16,110,148,112,148,293,323,291,"8.557","-8.557","68.8","7.4",271,166,31,12,0,6,73,26.9,23,8.5,3.61844,-0.00098,-1.0696,0.06902,"90.3",137,23.49397590361446,7.228915662650602,4.428044280442804,5.38,-1.38,0.17,2.38,0.3,12,"-0.822788462",0.287,0.325,"0.822788462",0.016,0.013000000000000012,0.01,0.01,32.9,"30.5"
1037,623149,"Sewald, Paul",1037,100,0.208,0.145,0.284,0.353,0.281,0.258,0.188,46,221,84.5,20.4,2497,88.6,88.98,151,516,521,0.4000000000000057,6.6,112,147,118,147,294,319,300,"8.515","-8.515","68.5","6.8",248,144,30,8,0,8,80,32.3,23,9.3,1.95452,0.97808,0.10388,-0.08812,"90.3",180,29.86111111111111,5.555555555555555,3.225806451612903,4.42,-3.72,-0.04,2.43,0.285,8,"-0.821118611",0.267,0.31,"0.821118611",0.02,0.01799999999999996,0.043,0.023,29.3,"17.4"
1034,656412,"Faedo, Alex",1034,100,0.2,0.204,0.211,0.404,0.287,0.302,0.226,48,240,88.5,18.3,2422,87.9,87.33,116,493,541,-0.6000000000000085,5.87,113,148,121,147,298,326,295,"1.495","-1.495","69.5","7.4",262,183,23,13,0,12,58,22.1,20,7.6,2.27794,0.69621,0.48465,-0.1284,"91.6",170,33.87978142076503,7.650273224043716,5.343511450381679,6.1,-2.39,0.1,2.09,0.263,14,"-0.144584139",0.287,0.414,"0.144584139",-0.026,-0.023999999999999966,-0.01,-0.015,23.5,"31.6"
1031,686218,"Sheehan, Emmet",1031,100,0.21,0.205,0.24,0.416,0.307,0.29,0.186,46,219,89.7,20.8,2231,91.1,91.77,157,531,500,0.7000000000000028,6.64,115,150,122,152,300,319,296,"2.999","-2.999","70.0","7.1",248,157,24,10,1,11,64,25.8,26,10.5,1.87177,0.90555,0.7034,-0.30604,"91.1",179,42.038216560509554,10.828025477707007,6.854838709677419,5.34,-1.4,0.17,2.62,0.294,17,"-0.290882638",0.277,0.38,"0.290882638",0.024,0.01699999999999996,0.036,0.017,29.6,"29.7"
1027,571948,"Milner, Hoby",1027,100,0.209,0.111,0.254,0.319,0.251,0.267,0.217,49,235,85.8,10.7,1883,84.3,84.84,90,436,591,0.5,6.83,110,149,116,148,296,323,296,"13.163","-13.163","66.0","6.7",252,178,34,9,1,5,59,23.4,13,5.2,3.14124,0.11732,0.56615,-0.14101,"91.1",134,35.39325842696629,6.179775280898876,4.365079365079365,4.27,4.33,0.19,2.16,0.254,11,"-1.281694255",0.264,0.345,"1.281694255",-0.008,-0.010000000000000009,-0.026,-0.016,20.6,"-2.4"
1025,594580,"Moll, Sam",1025,100,0.206,0.083,0.281,0.289,0.265,0.262,0.201,47,228,87.3,7.6,2662,89.1,86.61,103,457,568,-2.5,4.77,111,146,116,148,295,320,295,"9.044","-9.044","67.8","6.9",260,163,34,9,2,2,68,26.2,22,8.5,2.64924,0.27398,0.17235,-0.12355,"91.2",129,35.58282208588957,2.4539877300613497,1.5384615384615385,5.06,2.23,-0.04,2.39,0.293,4,"-0.882341463",0.289,0.281,"0.882341463",0.005,0.0040000000000000036,0.008,0.003,22.5,"18.4"
1024,493603,"Ottavino, Adam",1024,100,0.209,0.132,0.255,0.341,0.293,0.291,0.212,46,220,87.9,6.7,2374,87.6,88.45,112,429,595,0.9000000000000057,6.95,115,148,116,149,296,324,296,"8.691","-8.691","69.5","7.2",256,162,31,8,0,7,61,23.8,25,9.8,2.67532,0.34956,0.25441,-0.01824,"91.8",137,40.74074074074074,3.7037037037037033,2.34375,5.32,-2.82,0.2,2.32,0.311,6,"-0.848730469",0.314,0.327,"0.848730469",-0.003,-0.0030000000000000027,0.014,0.002,26.1,"22.8"
1024,605280,"Holmes, Clay",1024,100,0.218,0.073,0.301,0.291,0.265,0.26,0.208,51,234,89.5,-3.5,2275,93.1,92.39,118,450,574,-0.6999999999999886,5.94,112,150,114,150,292,323,286,"12.921","-12.921","70.4","7.3",262,165,39,9,1,2,71,27.1,23,8.8,2.5637,0.09519,0.71996,-0.06278,"92.4",102,43.03030303030303,2.4242424242424243,1.5267175572519083,6.56,-0.82,0.25,2.15,0.294,4,"-1.261816406",0.286,0.285,"1.261816406",0.01,0.008000000000000007,0.006,0.005,26.2,"46.1"
1024,519151,"Pressly, Ryan",1024,100,0.22,0.138,0.272,0.358,0.269,0.294,0.239,54,246,91.3,6.7,2773,89,88.76,163,519,505,-0.20000000000000284,6.2,110,148,113,148,294,326,294,"9.985","-9.985","69.2","7.2",268,177,37,8,1,8,74,27.6,16,6,2.7121,0.20155,-0.37059,-0.01546,"92.4",130,43.50282485875706,9.03954802259887,5.970149253731343,5.97,-0.29,0.28,2.02,0.265,16,"-0.975097656",0.283,0.403,"0.975097656",-0.019,-0.01799999999999996,-0.045,-0.025,31.4,"59.4"
1019,595345,"Okert, Steven",1019,100,0.23,0.198,0.299,0.429,0.32,0.305,0.219,50,217,86.6,22.2,2416,86.5,86.5,149,485,534,0,6.36,110,149,116,148,301,319,295,"2.281","-2.281","68.7","7.3",246,148,26,14,1,9,72,29.3,24,9.8,2.34958,0.74647,-0.23204,-0.00961,"91.2",176,34.45945945945946,9.45945945945946,5.691056910569105,5.71,3.02,-0.23,2.4,0.311,14,"-0.223846909",0.302,0.395,"0.223846909",0.011,0.009000000000000008,0.034,0.015,30.7,"31.7"
1018,543521,"McHugh, Collin",1018,100,0.293,0.105,0.348,0.397,0.335,0.348,0.29,70,239,87.5,9.8,2614,84.4,85.15,123,478,540,0.7999999999999972,6.67,113,149,120,150,306,325,300,"-1.854","1.854","68.8","7.2",267,194,55,10,0,5,47,17.6,21,7.9,2.86392,0.36591,-0.65061,0.03426,"91.5",144,35.56701030927835,6.185567010309279,4.49438202247191,5.31,-2.3,0.19,2.25,0.36,12,"0.182121807",0.357,0.435,"-0.182121807",0.003,0.0030000000000000027,-0.038,-0.013,25.7,"24.9"
1017,666974,"Cano, Yennier",1017,100,0.226,0.105,0.284,0.331,0.261,0.281,0.247,60,266,87.9,-2.8,2080,93.6,92.89,131,513,504,-0.6999999999999886,5.99,111,149,116,147,299,323,293,"16.403","-16.403","69.6","7.3",281,202,40,16,0,4,65,23.1,11,3.9,2.6932,-0.06941,1.21306,0.13068,"92.0",118,38.11881188118812,5.445544554455446,3.9145907473309607,5.36,-2.32,0.03,2.04,0.264,11,"-1.612881023",0.285,0.355,"1.612881023",-0.021,-0.020999999999999963,-0.024,-0.02,25.5,"14.5"
1017,661395,"Duran, Jhoan",1017,100,0.207,0.117,0.301,0.324,0.27,0.249,0.185,46,222,87.6,-3.5,2161,97,97.49,185,523,494,0.5,6.53,112,146,117,148,297,327,290,"10.516","-10.516","67.9","6.7",249,142,32,8,0,6,84,33.7,19,7.6,2.07635,0.37357,0.59291,-0.03374,"91.5",126,38.028169014084504,7.042253521126761,4.016064257028113,6.07,-2.13,0.02,2.36,0.28,10,"-1.034021632",0.262,0.289,"1.034021632",0.022,0.018000000000000016,0.035,0.021,35.4,"38.8"
1012,623211,"Brazobán, Huascar",1012,100,0.243,0.106,0.318,0.349,0.308,0.293,0.213,53,218,84.5,7.5,2169,91.4,90.71,153,482,530,-0.7000000000000028,5.96,108,149,117,148,302,320,294,"4.264","-4.264","70.2","7.5",255,157,40,8,0,5,65,25.5,29,11.4,2.21482,0.54201,0.88617,0.24089,"91.1",119,28.02547770700637,7.006369426751593,4.313725490196078,5.74,-1.81,-0.18,1.99,0.339,11,"-0.421343874",0.316,0.33,"0.421343874",0.03,0.02300000000000002,0.019,0.015,31.7,"35.7"
1010,472610,"García, Luis",1010,100,0.252,0.12,0.301,0.372,0.313,0.311,0.255,59,234,86.6,-1.4,2220,91,91.54,122,480,530,0.5,6.7,110,147,116,147,294,321,291,"2.974","-2.974","69.0","7.2",266,184,44,8,1,6,53,19.9,23,8.6,2.18916,0.63729,0.29849,-0.01969,"91.6",122,36.41304347826087,4.891304347826087,3.3834586466165413,6.17,-2.45,0,1.98,0.333,9,"-0.294455446",0.337,0.356,"0.294455446",-0.003,-0.0040000000000000036,0.016,0.002,25.4,"46.0"
1008,547973,"Chapman, Aroldis",1008,100,0.175,0.085,0.314,0.261,0.258,0.261,0.171,37,211,86.5,10.4,2299,95.6,97.1,191,453,555,1.5,7.16,109,149,116,145,302,327,295,"11.063","-11.063","69.5","7.1",247,109,27,6,0,4,103,41.7,34,13.8,1.44398,1.07975,0.16665,-0.19958,"91.2",164,33.02752293577982,9.174311926605505,4.048582995951417,6.08,0.55,-0.05,2.36,0.291,10,"-1.097519841",0.289,0.277,"1.097519841",0.004,0.0020000000000000018,-0.016,-0.003,42.2,"49.5"
1008,612434,"Castro, Miguel",1008,100,0.213,0.146,0.251,0.36,0.286,0.302,0.233,51,239,85.7,9.7,2373,90.6,91.35,124,461,547,0.7000000000000028,6.77,111,149,117,148,300,318,295,"7.159","-7.159","68.9","7.4",265,180,32,11,0,8,60,22.6,22,8.3,2.56568,0.25388,0.47667,-0.24496,"91.6",144,28.333333333333332,6.111111111111111,4.150943396226415,5,-2.4,-0.03,2.05,0.288,11,"-0.710218254",0.306,0.38,"0.710218254",-0.02,-0.018000000000000016,-0.02,-0.016,26.9,"17.2"
1008,680704,"Sandlin, Nick",1008,100,0.182,0.206,0.195,0.388,0.284,0.306,0.215,38,209,85.5,16.4,2393,85.5,85.75,150,469,538,0.20000000000000284,6.52,111,149,118,147,296,313,291,"6.217","-6.217","68.1","7.5",238,147,19,7,0,12,66,27.7,23,9.7,2.62362,0.55609,0.16262,-0.05008,"91.6",147,40.136054421768705,10.204081632653061,6.302521008403361,4.18,-3.1,0.15,2.33,0.267,15,"-0.616765873",0.297,0.406,"0.616765873",-0.033,-0.02999999999999997,-0.018,-0.022,32,"5.5"
1007,621383,"Banks, Tanner",1007,100,0.255,0.221,0.282,0.476,0.332,0.324,0.253,59,231,90.1,16.9,2223,87.9,87.63,116,467,540,-0.30000000000001137,6.03,109,149,116,148,298,324,299,"-5.036","5.036","69.6","6.9",253,184,32,13,4,10,50,19.8,15,5.9,2.23949,0.72294,-0.0415,-0.19816,"91.6",174,36.95652173913043,9.239130434782608,6.719367588932807,6.3,2.71,0.04,2.3,0.308,17,"0.500099305",0.307,0.448,"-0.500099305",0.002,0.0010000000000000009,0.028,0.008,24.8,"48.4"
1001,656578,"Jackson, Andre",1001,100,0.225,0.199,0.248,0.424,0.31,0.352,0.27,52,231,90.8,14.5,2110,90.2,90.82,118,483,518,0.5999999999999943,6.67,113,150,115,150,299,319,295,"2.398","-2.398","69.8","7.2",257,176,29,11,1,11,57,22.2,22,8.6,2.01308,0.81157,0.60378,0.04354,"92.2",165,44.31818181818182,10.795454545454545,7.392996108949417,6,-1.79,0.14,2.34,0.296,19,"-0.23956044",0.338,0.477,"0.23956044",-0.045,-0.04200000000000004,-0.053,-0.042,24.4,"53.3"
996,518617,"Diekman, Jake",996,100,0.183,0.084,0.25,0.267,0.271,0.285,0.199,37,202,84.2,11.8,2254,92,91.86,108,409,587,-0.09999999999999432,6.45,105,148,115,148,293,323,298,"7.644","-7.644","68.0","6.9",242,140,27,6,1,3,64,26.4,37,15.3,2.05699,0.68543,0.94275,-0.38161,"90.3",159,27.142857142857142,5,2.8925619834710745,5.46,3.95,0.15,2.35,0.311,7,"-0.76746988",0.326,0.283,"0.76746988",-0.016,-0.015000000000000013,-0.016,-0.014,26.4,"20.2"
990,446372,"Kluber, Corey",990,100,0.297,0.306,0.301,0.603,0.407,0.376,0.273,69,232,88.7,18.9,2307,84.5,84.74,101,484,506,0.20000000000000284,6.48,109,149,118,150,287,325,291,"-16.605","16.605",,,257,190,34,16,2,17,42,16.3,21,8.2,2.68703,0.52626,0.12529,-0.03752,"91.9",156,40.526315789473685,12.105263157894736,8.949416342412452,5.03,-1.88,0.17,2.3,0.366,23,"1.677272727",0.344,0.544,"-1.677272727",0.024,0.02200000000000002,0.059,0.031,20.9,"31.4"
988,642585,"Bautista, Félix",988,100,0.144,0.072,0.274,0.215,0.218,0.224,0.142,30,209,88,21.5,2045,96.2,96.62,224,506,482,0.3999999999999915,6.63,112,148,118,148,299,326,295,"20.913","-20.913","70.2","7.4",237,99,23,3,0,4,110,46.4,26,11,1.13314,1.36298,0.52091,-0.05709,"90.7",180,34.34343434343434,8.080808080808081,3.375527426160337,6.93,-0.23,0.14,2.54,0.245,8,"-2.116700405",0.244,0.236,"2.116700405",0.002,0.0010000000000000009,-0.021,-0.006,44.3,"64.0"
986,542585,"Cisnero, José",986,100,0.27,0.176,0.342,0.446,0.342,0.329,0.251,63,233,89.4,14.8,2343,92,91.76,121,479,507,-0.20000000000000284,6.1,110,147,119,145,299,325,292,"-9.466","9.466","69.8","7.2",264,166,43,9,1,10,70,26.5,22,8.3,2.04632,0.6638,0.5985,0.05955,"91.8",156,44.57831325301205,9.63855421686747,6.0606060606060606,5.35,-1.51,-0.05,2.14,0.344,16,"0.960040568",0.327,0.425,"-0.960040568",0.019,0.01699999999999996,0.021,0.013,25.3,"29.2"
982,548384,"Raley, Brooks",982,100,0.218,0.114,0.288,0.332,0.29,0.285,0.213,44,202,85.2,14.8,2605,85.4,84.55,125,426,556,-0.9000000000000057,5.87,114,149,116,150,295,322,297,"3.595","-3.595","69.5","7.6",232,144,29,11,0,4,60,25.9,22,9.5,2.85703,0.30377,-0.08549,-0.31223,"91.2",141,29.166666666666668,4.861111111111112,3.0172413793103448,5.59,3,-0.07,2.15,0.312,7,"-0.366089613",0.307,0.322,"0.366089613",0.005,0.0050000000000000044,0.01,0.005,29.3,"33.0"
979,641656,"Hamilton, Ian",979,100,0.215,0.081,0.309,0.297,0.275,0.289,0.22,45,209,86,4.8,1847,91.7,91.02,161,465,514,-0.7000000000000028,5.99,110,148,117,150,298,327,289,"12.661","-12.661","68.7","7.4",238,141,33,9,1,2,69,29,25,10.5,2.12228,0.61903,0.43553,0.10031,"91.3",123,36.87943262411347,5.673758865248227,3.361344537815126,6.07,-2.7,0.02,2.14,0.307,8,"-1.293258427",0.314,0.321,"1.293258427",-0.005,-0.007000000000000006,-0.024,-0.014,34.6,"41.5"
977,600917,"Leclerc, José",977,100,0.183,0.109,0.244,0.292,0.261,0.276,0.186,37,202,85.9,25,2469,89.5,88.42,167,469,508,-1.0999999999999943,5.6,116,150,119,149,303,329,301,"10.516","-10.516","68.4","7.6",231,136,25,7,0,5,67,29,26,11.3,1.92331,0.95182,0.02525,-0.20457,"91.1",163,32.35294117647059,8.088235294117647,4.761904761904762,5.98,-1.53,0.24,2.24,0.281,11,"-1.076356192",0.284,0.333,"1.076356192",-0.003,-0.002999999999999947,-0.041,-0.015,35.6,"44.3"
977,641627,"Gott, Trevor",977,100,0.267,0.114,0.345,0.381,0.309,0.288,0.241,63,236,87.7,12.6,2081,90.7,90.21,101,436,541,-0.5,6.02,113,147,116,147,294,321,298,"-0.74","0.74","69.6","7.0",258,176,45,13,1,4,62,24,16,6.2,2.11251,0.677,0.47641,0.17429,"91.7",163,36.36363636363637,4.545454545454546,3.10077519379845,5.29,-2.89,0.07,2.57,0.323,8,"0.075742068",0.3,0.352,"-0.075742068",0.026,0.02300000000000002,0.029,0.021,23.2,"33.6"
974,674003,"Bradford, Cody",974,100,0.259,0.241,0.285,0.5,0.333,0.323,0.244,56,216,90.2,19,2044,87.3,88.87,105,476,498,1.6000000000000085,7.35,114,150,117,148,303,328,300,"-3.078","3.078","69.5","7.1",234,170,28,15,2,11,51,21.8,12,5.1,1.8121,1.20622,0.67835,-0.46772,"91.9",176,43.529411764705884,11.76470588235294,8.547008547008547,6.03,0.69,0.08,2.43,0.296,20,"0.316016427",0.288,0.467,"-0.316016427",0.015,0.008000000000000007,0.033,0.01,22.1,"54.9"
969,543272,"Hand, Brad",969,100,0.27,0.19,0.345,0.46,0.344,0.328,0.257,54,200,86.4,11.9,2333,86.8,86.13,97,435,534,-0.7000000000000028,5.8,111,148,119,147,298,326,298,"-1.717","1.717","66.1","7.0",233,150,31,14,3,6,59,25.3,19,8.2,2.61232,0.45543,-0.06362,-0.06773,"91.2",155,37.333333333333336,7.333333333333333,4.721030042918455,6.1,2.6,-0.27,2.21,0.342,11,"0.177192982",0.336,0.4,"-0.177192982",0.013,0.006000000000000005,0.06,0.016,22.3,"35.3"
966,605347,"López, Jorge",966,100,0.29,0.221,0.316,0.511,0.37,0.353,0.284,67,231,90.3,9.8,2144,91.8,91.89,106,457,509,0.10000000000000853,6.35,110,149,119,148,299,323,293,"-10.442","10.442","68.8","7.2",263,187,40,15,0,12,49,18.6,19,7.2,2.44087,0.29598,0.57026,0.21372,"92.3",145,45.45454545454545,6.417112299465241,4.562737642585551,5.7,-2.48,0.02,2.32,0.359,12,"1.080952381",0.356,0.455,"-1.080952381",0.006,0.0030000000000000027,0.056,0.017,23.2,"34.4"
966,642397,"Soto, Gregory",966,100,0.21,0.125,0.265,0.335,0.274,0.26,0.199,47,224,86.5,8.2,2370,94.2,94.87,159,465,501,0.7000000000000028,6.69,112,147,117,148,295,323,290,"7.25","-7.25","68.2","7.1",250,161,31,10,0,6,65,26,22,8.8,1.92347,0.67234,0.73067,-0.1652,"91.4",145,34.78260869565217,5.590062111801243,3.5999999999999996,5.71,1.93,-0.13,2.11,0.284,9,"-0.750517598",0.274,0.306,"0.750517598",0.011,0.009999999999999953,0.029,0.014,34.2,"35.5"
963,640451,"Harvey, Hunter",963,100,0.203,0.129,0.253,0.332,0.252,0.283,0.224,44,217,89.3,11.5,1927,93.9,93.8,129,490,473,-0.10000000000000853,6.24,115,148,117,148,307,330,304,"13.522","-13.522","68.3","7.1",234,153,30,7,0,7,67,28.6,12,5.1,1.80188,0.81646,0.47042,0.00475,"91.3",162,41.17647058823529,8.49673202614379,5.555555555555555,5.87,-2.1,0.06,2.51,0.248,13,"-1.404153686",0.27,0.38,"1.404153686",-0.021,-0.02200000000000002,-0.048,-0.031,26.3,"44.4"
962,640470,"Alzolay, Adbert",962,100,0.225,0.108,0.29,0.333,0.269,0.294,0.244,52,231,88.8,12.2,2428,90.8,91.15,139,494,467,0.4000000000000057,6.44,111,150,114,150,301,324,291,"10.991","-10.991","70.7","7.6",253,168,38,8,1,5,67,26.5,13,5.1,2.07699,0.69759,0.11029,-0.00451,"91.7",159,36.904761904761905,5.952380952380952,3.9525691699604746,6.16,-1.38,0.12,2.28,0.278,10,"-1.142515593",0.296,0.371,"1.142515593",-0.019,-0.01799999999999996,-0.038,-0.025,28.1,"40.4"
962,541640,"Ramírez, Erasmo",962,100,0.328,0.192,0.35,0.52,0.372,0.351,0.292,82,250,89.4,9.7,2253,88.1,88.38,100,495,467,0.30000000000001137,6.46,109,147,116,147,299,326,302,"-9.875","9.875","70.3","7.4",274,214,57,13,1,11,43,15.7,13,4.7,2.29948,0.65701,0.38876,0.04807,"92.2",163,43.45794392523364,8.411214953271028,6.569343065693431,5.33,-2.22,-0.07,2.3,0.361,18,"1.026507277",0.331,0.493,"-1.026507277",0.036,0.02999999999999997,0.027,0.021,20.2,"37.1"
962,664294,"Moreta, Dauri",962,100,0.188,0.144,0.265,0.332,0.268,0.271,0.189,39,208,85.9,12.8,2055,87.5,87.35,144,428,534,-0.09999999999999432,6.24,109,149,115,149,299,320,294,"8.098","-8.098","69.4","7.6",237,136,18,16,1,4,75,31.6,23,9.7,2.52937,0.48063,0.77771,0.15532,"91.2",150,33.088235294117645,8.088235294117647,4.641350210970464,5.87,-1.18,0.1,2.41,0.274,11,"-0.841787942",0.276,0.335,"0.841787942",-0.001,-0.0020000000000000018,-0.003,-0.003,33.6,"43.4"
961,571670,"Floro, Dylan",961,100,0.308,0.101,0.401,0.41,0.335,0.284,0.254,70,227,87.1,5.2,2038,89.8,89.91,106,442,519,0.10000000000000853,6.48,110,147,116,148,301,323,295,"-0.623","0.623","67.7","6.7",245,170,54,12,1,3,58,23.7,14,5.7,2.21462,0.6448,0.85759,-0.01811,"91.3",149,37.05882352941177,2.941176470588235,2.0408163265306123,6.01,-3.52,-0.17,2.43,0.355,5,"0.064828304",0.305,0.335,"-0.064828304",0.054,0.04999999999999999,0.075,0.051,24,"36.8"
959,571882,"Law, Derek",959,100,0.239,0.124,0.278,0.364,0.311,0.334,0.265,50,209,85.9,12.9,2252,90.6,91.07,124,458,501,0.5,6.49,110,147,123,149,294,320,294,"0.346","-0.346","68.3","7.1",240,166,37,6,1,6,45,18.8,26,10.8,2.20822,0.59335,0.12426,0.09786,"91.1",156,32.53012048192771,4.819277108433735,3.3333333333333335,6.44,-1.23,0.23,2.32,0.332,8,"-0.036079249",0.356,0.394,"0.036079249",-0.026,-0.023999999999999966,-0.03,-0.023,27.1,"50.4"
958,669438,"Englert, Mason",958,100,0.291,0.235,0.307,0.526,0.368,0.383,0.309,67,230,90.3,14.2,2137,85.9,85.79,116,491,467,-0.10000000000000853,6.22,111,148,119,145,298,327,296,"-8.659","8.659","72.5","7.6",253,193,39,14,2,12,41,16.2,17,6.7,2.67256,0.43746,0.59675,-0.02435,"92.6",161,44.559585492227974,9.844559585492227,7.5098814229249005,5.63,-2.24,-0.02,2.18,0.343,19,"0.903862213",0.362,0.531,"-0.903862213",-0.018,-0.01899999999999996,-0.005,-0.015,23.6,"31.5"
958,677053,"Nardi, Andrew",958,100,0.213,0.152,0.29,0.365,0.289,0.259,0.19,45,211,83.9,12,2319,90,90.74,139,485,473,0.7000000000000028,6.83,110,150,117,150,300,318,294,"7.823","-7.823","68.3","6.8",235,139,27,11,0,7,73,31.1,19,8.1,1.93827,0.92441,-0.21481,-0.03686,"90.4",159,27.33812949640288,6.474820143884892,3.829787234042553,5.91,2.74,-0.28,2.55,0.291,9,"-0.816597077",0.27,0.304,"0.816597077",0.023,0.020999999999999963,0.061,0.03,28.7,"48.9"
950,640462,"Puk, A.J.",950,100,0.241,0.179,0.319,0.42,0.3,0.271,0.209,54,224,86.6,12.4,2240,90.7,91.8,151,458,492,1.0999999999999943,7.16,109,149,117,148,301,319,292,"0.117","-0.117","68.7","7.2",240,149,34,10,0,10,78,32.5,11,4.6,2.07388,0.75649,0.29717,-0.19584,"91.7",161,32.21476510067114,8.053691275167784,5,5.3,3.47,-0.07,2.18,0.28,12,"-0.012315789",0.252,0.369,"0.012315789",0.032,0.028000000000000025,0.051,0.029,33,"24.0"
